Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
21530,1,0,1,0,0,0,21.40,6,4,5,17,13,23
21605,2,0,1,0,0,0,21.65,8,1,7,17,13,23
21725,2,2,2,0,0,0,21.27,8,4,8,17,13,23
21815,2,2,2,0,0,0,21.65,2,4,2,17,13,23
21935,1,3,2,0,0,0,21.46,2,11,6,17,13,23
22010,2,2,1,0,0,0,21.40,4,5,4,17,13,23
22130,2,3,3,0,0,0,21.46,10,12,15,17,13,23
22206,3,4,3,0,0,0,21.65,7,7,5,17,13,23
22325,1,3,2,0,0,0,21.40,9,7,9,49,38,43
22430,3,2,3,0,0,0,21.40,8,9,8,49,38,43
22536,2,3,1,0,0,0,21.40,7,13,10,49,38,43
22610,1,2,1,0,0,0,21.40,4,11,2,49,38,43
22730,3,2,2,0,0,0,21.65,7,7,10,49,38,43
22835,1,1,1,0,0,0,21.34,5,3,6,49,38,43
22940,2,2,3,0,1,0,21.59,5,16,9,49,38,43
23015,3,5,3,0,0,0,21.71,9,12,9,49,38,43
23135,1,2,3,0,0,0,21.34,2,2,5,49,38,43
23225,3,2,3,0,0,0,21.78,7,4,6,49,38,43
23330,1,3,0,0,0,0,21.59,5,5,4,47,42,44
23420,1,1,2,0,0,0,21.59,4,4,10,47,42,44
23555,1,3,2,0,0,0,21.59,6,6,4,47,42,44
23630,2,2,2,0,0,0,21.40,6,5,7,47,42,44
23735,2,1,2,0,0,0,21.65,2,7,3,47,42,44
23840,3,1,3,0,0,0,21.40,8,2,12,47,42,44
23945,2,2,2,0,0,0,21.40,4,14,3,47,42,44
24035,2,1,2,0,0,0,21.65,7,4,3,47,42,44
24140,2,3,1,0,0,0,21.59,5,2,6,47,42,44
24246,1,4,1,0,0,0,21.59,2,11,4,47,42,44
24350,2,3,3,0,0,0,21.46,7,14,15,53,46,38
24455,2,2,1,0,0,0,21.59,5,8,17,53,46,38
24561,1,2,2,0,0,0,21.65,7,7,5,53,46,38
24650,3,3,3,0,0,0,21.46,9,4,11,53,46,38
24755,1,3,2,0,0,0,21.71,9,6,16,53,46,38
24860,3,4,2,0,0,0,21.78,12,10,11,53,46,38
24965,1,4,2,0,0,0,21.40,5,14,3,53,46,38
25027,4,3,4,0,0,0,21.34,11,8,13,53,46,38
25160,1,4,2,0,0,0,21.65,5,16,6,53,46,38
25265,3,2,1,0,0,0,21.71,9,12,4,53,46,38
25370,0,3,1,0,0,0,21.46,5,4,3,39,37,30
25430,1,5,1,0,0,0,21.65,10,14,7,39,37,30
25580,2,2,3,0,0,0,21.59,8,10,8,39,37,30
25642,1,4,1,0,0,0,21.71,5,8,6,39,37,30
25775,3,3,3,0,0,0,21.59,14,8,10,39,37,30
25835,0,2,1,0,0,0,21.71,7,17,3,39,37,30
25986,1,4,1,0,0,0,21.71,3,4,2,39,37,30
26030,2,1,2,0,0,0,21.59,7,6,7,39,37,30
26150,1,4,2,0,0,0,21.59,3,5,4,39,37,30
26240,2,2,2,0,0,0,21.46,4,3,8,39,37,30
26390,1,3,1,0,0,0,21.71,2,6,5,46,48,46
26435,1,4,2,0,0,0,21.46,12,11,8,46,48,46
26555,2,4,4,0,0,0,21.59,11,6,7,46,48,46
26645,2,2,1,0,0,0,21.40,7,12,3,46,48,46
26765,3,4,3,0,0,0,21.59,15,8,9,46,48,46
26840,1,4,2,0,0,0,21.40,7,8,6,46,48,46
26960,1,5,1,0,0,0,21.59,4,8,6,46,48,46
27050,2,2,2,0,0,0,21.40,5,9,11,46,48,46
27170,3,4,3,0,0,0,21.71,13,16,6,46,48,46
27245,2,2,1,0,0,0,21.78,10,7,3,46,48,46
27365,2,2,2,0,0,0,21.65,6,9,9,44,36,53
27440,2,4,2,0,0,0,21.59,5,24,5,44,36,53
27560,3,9,2,0,0,0,21.46,13,18,7,44,36,53
27651,2,2,1,0,0,0,21.59,7,3,8,44,36,53
27770,2,4,2,0,0,0,21.65,12,9,6,44,36,53
27845,2,4,1,0,1,0,21.65,6,15,4,44,36,53
27965,2,6,2,0,0,0,21.40,10,18,7,44,36,53
28055,3,4,3,0,0,0,21.65,16,9,17,44,36,53
28175,2,5,1,0,1,0,21.78,5,12,7,44,36,53
28265,1,3,2,0,0,0,21.65,6,8,8,44,36,53
28370,3,4,2,0,1,0,21.40,4,10,7,39,36,40
28460,2,4,2,0,0,0,21.59,9,19,9,39,36,40
28580,3,4,2,0,1,0,21.78,9,10,11,39,36,40
28655,3,5,1,0,1,0,21.59,6,10,8,39,36,40
28775,2,4,2,0,0,0,21.40,6,12,14,39,36,40
28850,3,2,3,0,1,0,21.46,7,18,12,39,36,40
28970,2,5,2,0,0,0,21.65,8,10,8,39,36,40
29060,3,4,3,0,0,0,21.40,9,12,9,39,36,40
29180,2,12,3,0,1,0,21.46,9,23,9,39,36,40
29272,2,3,2,0,0,0,21.46,8,13,5,39,36,40
29391,3,3,2,0,0,0,21.40,7,13,11,39,34,39
29465,1,6,1,0,0,0,21.46,2,8,11,39,34,39
29585,3,6,3,0,0,0,21.71,8,21,15,39,34,39
29675,2,4,1,0,0,0,21.46,9,9,4,39,34,39
29780,2,2,2,0,1,0,21.65,6,10,5,39,34,39
29870,4,3,2,0,0,0,21.34,14,13,14,39,34,39
30005,1,3,1,0,0,0,21.59,5,15,6,39,34,39
30080,1,3,1,0,0,0,21.71,6,6,17,39,34,39
30185,1,8,3,0,0,0,21.34,6,24,5,39,34,39
30290,4,6,5,0,1,0,21.65,14,20,12,39,34,39
30395,2,5,1,0,0,0,21.65,5,9,5,46,40,33
30485,2,5,3,0,0,0,21.46,13,22,9,46,40,33
30591,1,3,1,0,1,0,21.46,4,30,10,46,40,33
30696,2,5,3,0,1,0,21.40,9,36,9,46,40,33
30801,2,3,2,0,0,0,21.40,6,6,15,46,40,33
30906,2,5,4,0,1,0,21.46,8,11,21,46,40,33
31011,2,5,3,0,1,0,21.71,9,15,11,46,40,33
31101,2,4,1,0,1,0,21.40,7,19,4,46,40,33
31206,3,3,3,0,0,0,21.65,10,12,10,46,40,33
31266,1,4,3,0,0,0,21.40,8,11,17,46,40,33
